"apgcode","occurrences"
"gun_352","2184"
"gun_387","2184"
"gun_400","2184"
"gun_5568","2166"
"gun_2576","2162"
"gun_375","2160"
"gun_495","2160"
"gun_414","2156"
"gun_528","2156"
"gun_560","2150"
"gun_864","2150"
"gun_8256","2142"
"gun_460","2124"
"gun_972","2120"
"gun_1380","2115"
"gun_114","2112"
"gun_1512","2107"
"gun_2016","2107"
"gun_222","2107"
"gun_348","2107"
"gun_564","2107"
"gun_828","2070"
"gun_364","2068"
"gun_61","2068"
"gun_351","2065"
"gun_468","2065"
"gun_189","2040"
"gun_230","2040"
"gun_4992","2040"
"gun_648","2040"
"gun_984","2040"
"gun_594","2024"
"gun_714","2024"
"gun_792","2024"
"gun_1320","2021"
"gun_688","2021"
"gun_4480","2016"
"gun_540","2016"
"gun_752","2016"
"gun_23","2013"
"gun_840","2013"
"gun_416","1998"
"gun_4416","1998"
"gun_27","1980"
"gun_6256","1980"
"gun_83","1980"
"gun_396","1978"
"gun_440","1974"
"gun_738","1968"
"gun_7488","1947"
"gun_1792","1944"
"gun_6624","1944"
"gun_234","1938"
"gun_486","1938"
"gun_344","1935"
"gun_204","1925"
"gun_672","1925"
"gun_520","1924"
"gun_34","1922"
"gun_390","1920"
"gun_492","1920"
"gun_1472","1908"
"gun_624","1908"
"gun_832","1908"
"gun_182","1892"
"gun_1920","1890"
"gun_420","1887"
"gun_330","1886"
"gun_522","1886"
"gun_33","1870"
"gun_272","1855"
"gun_384","1848"
"gun_198","1840"
"gun_2688","1836"
"gun_1288","1833"
"gun_644","1833"
"gun_576","1829"
"gun_224","1824"
"gun_1328","1806"
"gun_510","1800"
"gun_59","1786"
"gun_276","1782"
"gun_113","1776"
"gun_2490","1768"
"gun_156","1764"
"gun_1660","1764"
"gun_63","1764"
"gun_132","1763"
"gun_153","1749"
"gun_324","1734"
"gun_176","1728"
"gun_830","1728"
"gun_252","1722"
"gun_376","1720"
"gun_1104","1710"
"gun_135","1710"
"gun_256","1702"
"gun_282","1700"
"gun_2158","1692"
"gun_220","1692"
"gun_85","1682"
"gun_155","1681"
"gun_720","1680"
"gun_920","1680"
"gun_172","1677"
"gun_87","1666"
"gun_432","1656"
"gun_312","1650"
"gun_264","1640"
"gun_1162","1638"
"gun_280","1634"
"gun_225","1632"
"gun_450","1632"
"gun_600","1600"
"gun_102","1599"
"gun_129","1596"
"gun_174","1591"
"gun_188","1586"
"gun_86","1568"
"gun_270","1566"
"gun_1008","1560"
"gun_128","1554"
"gun_736","1537"
"gun_160","1520"
"gun_320","1517"
"gun_3312","1508"
"gun_336","1508"
"gun_246","1496"
"gun_200","1482"
"gun_165","1472"
"gun_322","1472"
"gun_288","1457"
"gun_91","1452"
"gun_1564","1431"
"gun_3128","1431"
"gun_2070","1426"
"gun_112","1406"
"gun_1656","1404"
"gun_136","1400"
"gun_138","1400"
"gun_162","1400"
"gun_216","1400"
"gun_2496","1395"
"gun_126","1394"
"gun_208","1394"
"gun_140","1376"
"gun_36","1372"
"gun_368","1368"
"gun_300","1360"
"gun_480","1330"
"gun_960","1323"
"gun_896","1296"
"gun_68","1287"
"gun_504","1280"
"gun_108","1254"
"gun_100","1248"
"gun_1344","1224"
"gun_690","1224"
"gun_180","1221"
"gun_360","1221"
"gun_110","1218"
"gun_117","1218"
"gun_210","1200"
"gun_88","1200"
"gun_96","1200"
"gun_20","1188"
"gun_44","1131"
"gun_22","1125"
"gun_552","1125"
"gun_92","1125"
"gun_240","1102"
"gun_51","1102"
"gun_150","1080"
"gun_64","1080"
"gun_32","1073"
"gun_90","1056"
"gun_192","1050"
"gun_184","1020"
"gun_15","992"
"gun_56","986"
"gun_21","972"
"gun_168","966"
"gun_94","950"
"gun_80","912"
"gun_144","903"
"gun_55","899"
"gun_16","864"
"gun_104","861"
"gun_52","858"
"gun_75","858"
"gun_84","858"
"gun_72","837"
"gun_60","810"
"gun_43","800"
"gun_45","792"
"gun_50","792"
"gun_28","782"
"gun_42","736"
"gun_120","726"
"gun_70","720"
"gun_54","629"
"gun_46","555"
"gun_40","513"
"gun_25","504"
"gun_48","496"
"gun_24","400"
"gun_30","324"
